"","is_prime","prime_prob","p","kind"
"3011","1",1,3011,"prime"
"3012","0",0,3012,"not_prime"
"3013","0",0.000996347,3013,"pseudoprime"
"3014","0",0,3014,"not_prime"
"3015","0",0.0288749,3015,"pseudoprime"
"3016","0",0.00066357,3016,"pseudoprime"
"3017","0",0.000995025,3017,"pseudoprime"
"3018","0",0,3018,"not_prime"
"3019","1",1,3019,"prime"
"3020","0",0,3020,"not_prime"
"3021","0",0.00496853,3021,"pseudoprime"
"3022","0",0,3022,"not_prime"
"3023","1",1,3023,"prime"
"3024","0",0,3024,"not_prime"
"3025","0",0.00231558,3025,"pseudoprime"
"3026","0",0.00330688,3026,"pseudoprime"
"3027","0",0.000991736,3027,"pseudoprime"
"3028","0",0.000660939,3028,"pseudoprime"
"3029","0",0.0049554,3029,"pseudoprime"
"3030","0",0,3030,"not_prime"
"3031","0",0.011555,3031,"pseudoprime"
"3032","0",0.0019802,3032,"pseudoprime"
"3033","0",0.00494886,3033,"pseudoprime"
"3034","0",0.00263852,3034,"pseudoprime"
"3035","0",0.00098912,3035,"pseudoprime"
"3036","0",0.00131839,3036,"pseudoprime"
"3037","1",1,3037,"prime"
"3038","0",0,3038,"not_prime"
"3039","0",0.000987817,3039,"pseudoprime"
"3040","0",0.000658328,3040,"pseudoprime"
"3041","1",1,3041,"prime"
"3042","0",0,3042,"not_prime"
"3043","0",0.000986518,3043,"pseudoprime"
"3044","0",0,3044,"not_prime"
"3045","0",0.0207033,3045,"pseudoprime"
"3046","0",0,3046,"not_prime"
"3047","0",0.000985222,3047,"pseudoprime"
"3048","0",0,3048,"not_prime"
"3049","1",1,3049,"prime"
"3050","0",0,3050,"not_prime"
"3051","0",0.000983929,3051,"pseudoprime"
"3052","0",0.0262295,3052,"pseudoprime"
"3053","0",0.0639135,3053,"pseudoprime"
"3054","0",0,3054,"not_prime"
"3055","0",0.00753357,3055,"pseudoprime"
"3056","0",0.00130976,3056,"pseudoprime"
"3057","0",0.000981997,3057,"pseudoprime"
"3058","0",0.00065445,3058,"pseudoprime"
"3059","0",0.0284593,3059,"pseudoprime"
"3060","0",0,3060,"not_prime"
"3061","1",1,3061,"prime"
"3062","0",0,3062,"not_prime"
"3063","0",0.000980072,3063,"pseudoprime"
"3064","0",0,3064,"not_prime"
"3065","0",0.00489716,3065,"pseudoprime"
"3066","0",0,3066,"not_prime"
"3067","1",1,3067,"prime"
"3068","0",0,3068,"not_prime"
"3069","0",0.00228236,3069,"pseudoprime"
"3070","0",0.00260756,3070,"pseudoprime"
"3071","0",0.000977517,3071,"pseudoprime"
"3072","0",0,3072,"not_prime"
"3073","0",0.0113969,3073,"pseudoprime"
"3074","0",0.00195312,3074,"pseudoprime"
"3075","0",0.0022779,3075,"pseudoprime"
"3076","0",0.000650618,3076,"pseudoprime"
"3077","0",0.00487805,3077,"pseudoprime"
"3078","0",0,3078,"not_prime"
"3079","1",1,3079,"prime"
"3080","0",0,3080,"not_prime"
"3081","0",0.00487171,3081,"pseudoprime"
"3082","0",0.000649351,3082,"pseudoprime"
"3083","1",1,3083,"prime"
"3084","0",0,3084,"not_prime"
"3085","0",0.00486539,3085,"pseudoprime"
"3086","0",0,3086,"not_prime"
"3087","0",0.000972447,3087,"pseudoprime"
"3088","0",0.000648088,3088,"pseudoprime"
"3089","1",1,3089,"prime"
"3090","0",0,3090,"not_prime"
"3091","0",0.0320492,3091,"pseudoprime"
"3092","0",0,3092,"not_prime"
"3093","0",0.00097056,3093,"pseudoprime"
"3094","0",0.00258732,3094,"pseudoprime"
"3095","0",0.000969932,3095,"pseudoprime"
"3096","0",0,3096,"not_prime"
"3097","0",0.104362,3097,"pseudoprime"
"3098","0",0,3098,"not_prime"
"3099","0",0.000968679,3099,"pseudoprime"
"3100","0",0.000645578,3100,"pseudoprime"
"3101","0",0.000968054,3101,"pseudoprime"
"3102","0",0,3102,"not_prime"
"3103","0",0.00096743,3103,"pseudoprime"
"3104","0",0,3104,"not_prime"
"3105","0",0.00483403,3105,"pseudoprime"
"3106","0",0,3106,"not_prime"
"3107","0",0.000966184,3107,"pseudoprime"
"3108","0",0,3108,"not_prime"
"3109","1",1,3109,"prime"
"3110","0",0,3110,"not_prime"
"3111","0",0.0125442,3111,"pseudoprime"
"3112","0",0,3112,"not_prime"
"3113","0",0.00096432,3113,"pseudoprime"
"3114","0",0,3114,"not_prime"
"3115","0",0.00738837,3115,"pseudoprime"
"3116","0",0.00128452,3116,"pseudoprime"
"3117","0",0.000963082,3117,"pseudoprime"
"3118","0",0,3118,"not_prime"
"3119","1",1,3119,"prime"
"3120","0",0,3120,"not_prime"
"3121","1",1,3121,"prime"
"3122","0",0,3122,"not_prime"
"3123","0",0.00096123,3123,"pseudoprime"
"3124","0",0,3124,"not_prime"
"3125","0",0.000960615,3125,"pseudoprime"
"3126","0",0.00128041,3126,"pseudoprime"
"3127","0",0.00096,3127,"pseudoprime"
"3128","0",0,3128,"not_prime"
"3129","0",0.00479693,3129,"pseudoprime"
"3130","0",0.000639386,3130,"pseudoprime"
"3131","0",0.0316395,3131,"pseudoprime"
"3132","0",0,3132,"not_prime"
"3133","0",0.0456723,3133,"pseudoprime"
"3134","0",0,3134,"not_prime"
"3135","0",0.00478774,3135,"pseudoprime"
"3136","0",0.000638162,3136,"pseudoprime"
"3137","1",1,3137,"prime"
"3138","0",0,3138,"not_prime"
"3139","0",0.0111572,3139,"pseudoprime"
"3140","0",0,3140,"not_prime"
"3141","0",0.00223001,3141,"pseudoprime"
"3142","0",0,3142,"not_prime"
"3143","0",0.00095511,3143,"pseudoprime"
"3144","0",0,3144,"not_prime"
"3145","0",0.121858,3145,"pseudoprime"
"3146","0",0.00127226,3146,"pseudoprime"
"3147","0",0.000953895,3147,"pseudoprime"
"3148","0",0.000635728,3148,"pseudoprime"
"3149","0",0.000953289,3149,"pseudoprime"
"3150","0",0,3150,"not_prime"
"3151","0",0.000952683,3151,"pseudoprime"
"3152","0",0,3152,"not_prime"
"3153","0",0.000952079,3153,"pseudoprime"
"3154","0",0.000634518,3154,"pseudoprime"
"3155","0",0.000951475,3155,"pseudoprime"
"3156","0",0,3156,"not_prime"
"3157","0",0.014897,3157,"pseudoprime"
"3158","0",0,3158,"not_prime"
"3159","0",0.000950269,3159,"pseudoprime"
"3160","0",0.0120329,3160,"pseudoprime"
"3161","0",0.00474834,3161,"pseudoprime"
"3162","0",0,3162,"not_prime"
"3163","1",1,3163,"prime"
"3164","0",0,3164,"not_prime"
"3165","0",0.0350933,3165,"pseudoprime"
"3166","0",0,3166,"not_prime"
"3167","1",1,3167,"prime"
"3168","0",0,3168,"not_prime"
"3169","1",1,3169,"prime"
"3170","0",0,3170,"not_prime"
"3171","0",0.0123067,3171,"pseudoprime"
"3172","0",0.00252366,3172,"pseudoprime"
"3173","0",0.000946074,3173,"pseudoprime"
"3174","0",0,3174,"not_prime"
"3175","0",0.00346675,3175,"pseudoprime"
"3176","0",0,3176,"not_prime"
"3177","0",0.00472441,3177,"pseudoprime"
"3178","0",0.000629723,3178,"pseudoprime"
"3179","0",0.000944287,3179,"pseudoprime"
"3180","0",0,3180,"not_prime"
"3181","1",1,3181,"prime"
"3182","0",0,3182,"not_prime"
"3183","0",0.0009431,3183,"pseudoprime"
"3184","0",0.000628536,3184,"pseudoprime"
"3185","0",0.00973924,3185,"pseudoprime"
"3186","0",0,3186,"not_prime"
"3187","1",1,3187,"prime"
"3188","0",0,3188,"not_prime"
"3189","0",0.000941324,3189,"pseudoprime"
"3190","0",0,3190,"not_prime"
"3191","1",1,3191,"prime"
"3192","0",0,3192,"not_prime"
"3193","0",0.0109683,3193,"pseudoprime"
"3194","0",0,3194,"not_prime"
"3195","0",0.0021923,3195,"pseudoprime"
"3196","0",0,3196,"not_prime"
"3197","0",0.000938967,3197,"pseudoprime"
"3198","0",0,3198,"not_prime"
"3199","0",0.0109478,3199,"pseudoprime"
"3200","0",0,3200,"not_prime"
"3201","0",0.19975,3201,"pseudoprime"
"3202","0",0,3202,"not_prime"
"3203","1",1,3203,"prime"
"3204","0",0,3204,"not_prime"
"3205","0",0.00468311,3205,"pseudoprime"
"3206","0",0,3206,"not_prime"
"3207","0",0.000936037,3207,"pseudoprime"
"3208","0",0,3208,"not_prime"
"3209","1",1,3209,"prime"
"3210","0",0,3210,"not_prime"
"3211","0",0.0109068,3211,"pseudoprime"
"3212","0",0,3212,"not_prime"
"3213","0",0.00467144,3213,"pseudoprime"
"3214","0",0,3214,"not_prime"
"3215","0",0.000933707,3215,"pseudoprime"
"3216","0",0,3216,"not_prime"
"3217","1",1,3217,"prime"
"3218","0",0,3218,"not_prime"
"3219","0",0.00217594,3219,"pseudoprime"
"3220","0",0.000621504,3220,"pseudoprime"
"3221","1",1,3221,"prime"
"3222","0",0,3222,"not_prime"
"3223","0",0.000931388,3223,"pseudoprime"
"3224","0",0,3224,"not_prime"
"3225","0",0.00465405,3225,"pseudoprime"
"3226","0",0,3226,"not_prime"
"3227","0",0.000930233,3227,"pseudoprime"
"3228","0",0,3228,"not_prime"
"3229","1",1,3229,"prime"
"3230","0",0,3230,"not_prime"
"3231","0",0.00092908,3231,"pseudoprime"
"3232","0",0,3232,"not_prime"
"3233","0",0.00464253,3233,"pseudoprime"
"3234","0",0,3234,"not_prime"
"3235","0",0.000927931,3235,"pseudoprime"
"3236","0",0,3236,"not_prime"
"3237","0",0.00463679,3237,"pseudoprime"
"3238","0",0,3238,"not_prime"
"3239","0",0.000926784,3239,"pseudoprime"
"3240","0",0,3240,"not_prime"
"3241","0",0.0108058,3241,"pseudoprime"
"3242","0",0,3242,"not_prime"
"3243","0",0.00215983,3243,"pseudoprime"
"3244","0",0.000616903,3244,"pseudoprime"
"3245","0",0.00462535,3245,"pseudoprime"
"3246","0",0.00123305,3246,"pseudoprime"
"3247","0",0.000924499,3247,"pseudoprime"
"3248","0",0,3248,"not_prime"
"3249","0",0.00092393,3249,"pseudoprime"
"3250","0",0.000615764,3250,"pseudoprime"
"3251","1",1,3251,"prime"
"3252","0",0,3252,"not_prime"
"3253","1",1,3253,"prime"
"3254","0",0,3254,"not_prime"
"3255","0",0.00461113,3255,"pseudoprime"
"3256","0",0.0043024,3256,"pseudoprime"
"3257","1",1,3257,"prime"
"3258","0",0,3258,"not_prime"
"3259","1",1,3259,"prime"
"3260","0",0,3260,"not_prime"
"3261","0",0.000920528,3261,"pseudoprime"
"3262","0",0.000613497,3262,"pseudoprime"
"3263","0",0.000919963,3263,"pseudoprime"
"3264","0",0,3264,"not_prime"
"3265","0",0.004597,3265,"pseudoprime"
"3266","0",0.00122549,3266,"pseudoprime"
"3267","0",0.000918836,3267,"pseudoprime"
"3268","0",0.00796081,3268,"pseudoprime"
"3269","0",0.000918274,3269,"pseudoprime"
"3270","0",0,3270,"not_prime"
"3271","1",1,3271,"prime"
"3272","0",0,3272,"not_prime"
"3273","0",0.000917151,3273,"pseudoprime"
"3274","0",0,3274,"not_prime"
"3275","0",0.00091659,3275,"pseudoprime"
"3276","0",0,3276,"not_prime"
"3277","0",0.239084,3277,"pseudoprime"
"3278","0",0,3278,"not_prime"
"3279","0",0.000915471,3279,"pseudoprime"
"3280","0",0,3280,"not_prime"
"3281","0",0.0777676,3281,"pseudoprime"
"3282","0",0,3282,"not_prime"
"3283","0",0.0106675,3283,"pseudoprime"
"3284","0",0,3284,"not_prime"
"3285","0",0.00944258,3285,"pseudoprime"
"3286","0",0.00426309,3286,"pseudoprime"
"3287","0",0.000913242,3287,"pseudoprime"
"3288","0",0,3288,"not_prime"
"3289","0",0.0142988,3289,"pseudoprime"
"3290","0",0.006691,3290,"pseudoprime"
"3291","0",0.000912131,3291,"pseudoprime"
"3292","0",0.000607903,3292,"pseudoprime"
"3293","0",0.00455789,3293,"pseudoprime"
"3294","0",0,3294,"not_prime"
"3295","0",0.000911023,3295,"pseudoprime"
"3296","0",0,3296,"not_prime"
"3297","0",0.00455235,3297,"pseudoprime"
"3298","0",0.000606796,3298,"pseudoprime"
"3299","1",1,3299,"prime"
"3300","0",0,3300,"not_prime"
"3301","1",1,3301,"prime"
"3302","0",0,3302,"not_prime"
"3303","0",0.000908816,3303,"pseudoprime"
"3304","0",0.000605694,3304,"pseudoprime"
"3305","0",0.00454133,3305,"pseudoprime"
"3306","0",0,3306,"not_prime"
"3307","1",1,3307,"prime"
"3308","0",0,3308,"not_prime"
"3309","0",0.000907167,3309,"pseudoprime"
"3310","0",0.000604595,3310,"pseudoprime"
"3311","0",0.011786,3311,"pseudoprime"
"3312","0",0.00302115,3312,"pseudoprime"
"3313","1",1,3313,"prime"
"3314","0",0,3314,"not_prime"
"3315","0",0.00452762,3315,"pseudoprime"
"3316","0",0.0006035,3316,"pseudoprime"
"3317","0",0.000904977,3317,"pseudoprime"
"3318","0",0,3318,"not_prime"
"3319","1",1,3319,"prime"
"3320","0",0,3320,"not_prime"
"3321","0",0.0238024,3321,"pseudoprime"
"3322","0",0.00060241,3322,"pseudoprime"
"3323","1",1,3323,"prime"
"3324","0",0,3324,"not_prime"
"3325","0",0.0430334,3325,"pseudoprime"
"3326","0",0,3326,"not_prime"
"3327","0",0.000902256,3327,"pseudoprime"
"3328","0",0.000601323,3328,"pseudoprime"
"3329","1",1,3329,"prime"
"3330","0",0,3330,"not_prime"
"3331","1",1,3331,"prime"
"3332","0",0,3332,"not_prime"
"3333","0",0.00450315,3333,"pseudoprime"
"3334","0",0,3334,"not_prime"
"3335","0",0.00210021,3335,"pseudoprime"
"3336","0",0.00659868,3336,"pseudoprime"
"3337","0",0.00089955,3337,"pseudoprime"
"3338","0",0,3338,"not_prime"
"3339","0",0.00209769,3339,"pseudoprime"
"3340","0",0,3340,"not_prime"
"3341","0",0.00449236,3341,"pseudoprime"
"3342","0",0,3342,"not_prime"
"3343","1",1,3343,"prime"
"3344","0",0,3344,"not_prime"
"3345","0",0.00448699,3345,"pseudoprime"
"3346","0",0.000598086,3346,"pseudoprime"
"3347","1",1,3347,"prime"
"3348","0",0,3348,"not_prime"
"3349","0",0.00448163,3349,"pseudoprime"
"3350","0",0,3350,"not_prime"
"3351","0",0.00089579,3351,"pseudoprime"
"3352","0",0,3352,"not_prime"
"3353","0",0.000895255,3353,"pseudoprime"
"3354","0",0.00178998,3354,"pseudoprime"
"3355","0",0.00685953,3355,"pseudoprime"
"3356","0",0,3356,"not_prime"
"3357","0",0.00208644,3357,"pseudoprime"
"3358","0",0.00238379,3358,"pseudoprime"
"3359","1",1,3359,"prime"
"3360","0",0,3360,"not_prime"
"3361","1",1,3361,"prime"
"3362","0",0,3362,"not_prime"
"3363","0",0.00208271,3363,"pseudoprime"
"3364","0",0,3364,"not_prime"
"3365","0",0.0044603,3365,"pseudoprime"
"3366","0",0.00118906,3366,"pseudoprime"
"3367","0",0.192273,3367,"pseudoprime"
"3368","0",0.00178253,3368,"pseudoprime"
"3369","0",0.000891001,3369,"pseudoprime"
"3370","0",0.000593824,3370,"pseudoprime"
"3371","1",1,3371,"prime"
"3372","0",0,3372,"not_prime"
"3373","1",1,3373,"prime"
"3374","0",0,3374,"not_prime"
"3375","0",0.000889416,3375,"pseudoprime"
"3376","0",0.00414938,3376,"pseudoprime"
"3377","0",0.000888889,3377,"pseudoprime"
"3378","0",0,3378,"not_prime"
"3379","0",0.0103642,3379,"pseudoprime"
"3380","0",0,3380,"not_prime"
"3381","0",0.00207162,3381,"pseudoprime"
"3382","0",0.000591716,3382,"pseudoprime"
"3383","0",0.000887311,3383,"pseudoprime"
"3384","0",0,3384,"not_prime"
"3385","0",0.00443393,3385,"pseudoprime"
"3386","0",0,3386,"not_prime"
"3387","0",0.000886263,3387,"pseudoprime"
"3388","0",0.000590667,3388,"pseudoprime"
"3389","1",1,3389,"prime"
"3390","0",0,3390,"not_prime"
"3391","1",1,3391,"prime"
"3392","0",0,3392,"not_prime"
"3393","0",0.00914185,3393,"pseudoprime"
"3394","0",0,3394,"not_prime"
"3395","0",0.00206307,3395,"pseudoprime"
"3396","0",0,3396,"not_prime"
"3397","0",0.0103093,3397,"pseudoprime"
"3398","0",0,3398,"not_prime"
"3399","0",0.00206064,3399,"pseudoprime"
"3400","0",0,3400,"not_prime"
"3401","0",0.000882613,3401,"pseudoprime"
"3402","0",0,3402,"not_prime"
"3403","0",0.000882094,3403,"pseudoprime"
"3404","0",0,3404,"not_prime"
"3405","0",0.00440788,3405,"pseudoprime"
"3406","0",0.00411281,3406,"pseudoprime"
"3407","1",1,3407,"prime"
"3408","0",0,3408,"not_prime"
"3409","0",0.010273,3409,"pseudoprime"
"3410","0",0,3410,"not_prime"
"3411","0",0.000880023,3411,"pseudoprime"
"3412","0",0.00058651,3412,"pseudoprime"
"3413","1",1,3413,"prime"
"3414","0",0,3414,"not_prime"
"3415","0",0.000878992,3415,"pseudoprime"
"3416","0",0.00117165,3416,"pseudoprime"
"3417","0",0.0090776,3417,"pseudoprime"
"3418","0",0,3418,"not_prime"
"3419","0",0.000877963,3419,"pseudoprime"
"3420","0",0,3420,"not_prime"
"3421","0",0.0289558,3421,"pseudoprime"
"3422","0",0,3422,"not_prime"
"3423","0",0.00204619,3423,"pseudoprime"
"3424","0",0,3424,"not_prime"
"3425","0",0.00905638,3425,"pseudoprime"
"3426","0",0.00116822,3426,"pseudoprime"
"3427","0",0.000875912,3427,"pseudoprime"
"3428","0",0,3428,"not_prime"
"3429","0",0.000875401,3429,"pseudoprime"
"3430","0",0.000583431,3430,"pseudoprime"
"3431","0",0.000874891,3431,"pseudoprime"
"3432","0",0,3432,"not_prime"
"3433","1",1,3433,"prime"
"3434","0",0,3434,"not_prime"
"3435","0",0.00203903,3435,"pseudoprime"
"3436","0",0.000582411,3436,"pseudoprime"
"3437","0",0.000873362,3437,"pseudoprime"
"3438","0",0,3438,"not_prime"
"3439","0",0.0939773,3439,"pseudoprime"
"3440","0",0,3440,"not_prime"
"3441","0",0.0229718,3441,"pseudoprime"
"3442","0",0,3442,"not_prime"
"3443","0",0.00087184,3443,"pseudoprime"
"3444","0",0,3444,"not_prime"
"3445","0",0.0554749,3445,"pseudoprime"
"3446","0",0,3446,"not_prime"
"3447","0",0.000870827,3447,"pseudoprime"
"3448","0",0,3448,"not_prime"
"3449","1",1,3449,"prime"
"3450","0",0,3450,"not_prime"
"3451","0",0.0066686,3451,"pseudoprime"
"3452","0",0,3452,"not_prime"
"3453","0",0.000869313,3453,"pseudoprime"
"3454","0",0.000579374,3454,"pseudoprime"
"3455","0",0.00086881,3455,"pseudoprime"
"3456","0",0,3456,"not_prime"
"3457","1",1,3457,"prime"
"3458","0",0,3458,"not_prime"
"3459","0",0.000867804,3459,"pseudoprime"
"3460","0",0,3460,"not_prime"
"3461","1",1,3461,"prime"
"3462","0",0,3462,"not_prime"
"3463","1",1,3463,"prime"
"3464","0",0,3464,"not_prime"
"3465","0",0.00895178,3465,"pseudoprime"
"3466","0",0,3466,"not_prime"
"3467","1",1,3467,"prime"
"3468","0",0,3468,"not_prime"
"3469","1",1,3469,"prime"
"3470","0",0,3470,"not_prime"
"3471","0",0.00201787,3471,"pseudoprime"
"3472","0",0.00230548,3472,"pseudoprime"
"3473","0",0.000864304,3473,"pseudoprime"
"3474","0",0,3474,"not_prime"
"3475","0",0.00316729,3475,"pseudoprime"
"3476","0",0.00115141,3476,"pseudoprime"
"3477","0",0.00431655,3477,"pseudoprime"
"3478","0",0.000575374,3478,"pseudoprime"
"3479","0",0.000862813,3479,"pseudoprime"
"3480","0",0.00172513,3480,"pseudoprime"
"3481","0",0.016384,3481,"pseudoprime"
"3482","0",0,3482,"not_prime"
"3483","0",0.000861821,3483,"pseudoprime"
"3484","0",0.00229753,3484,"pseudoprime"
"3485","0",0.0180879,3485,"pseudoprime"
"3486","0",0.0114811,3486,"pseudoprime"
"3487","0",0.000860832,3487,"pseudoprime"
"3488","0",0,3488,"not_prime"
"3489","0",0.000860338,3489,"pseudoprime"
"3490","0",0.000573394,3490,"pseudoprime"
"3491","1",1,3491,"prime"
"3492","0",0,3492,"not_prime"
"3493","0",0.0100258,3493,"pseudoprime"
"3494","0",0,3494,"not_prime"
"3495","0",0.00200401,3495,"pseudoprime"
"3496","0",0.00057241,3496,"pseudoprime"
"3497","0",0.00429185,3497,"pseudoprime"
"3498","0",0.00343249,3498,"pseudoprime"
"3499","1",1,3499,"prime"
"3500","0",0,3500,"not_prime"
"3501","0",0.00200057,3501,"pseudoprime"
"3502","0",0.000571429,3502,"pseudoprime"
"3503","0",0.000856898,3503,"pseudoprime"
"3504","0",0,3504,"not_prime"
"3505","0",0.00428204,3505,"pseudoprime"
"3506","0",0,3506,"not_prime"
"3507","0",0.00199715,3507,"pseudoprime"
"3508","0",0.000570451,3508,"pseudoprime"
"3509","0",0.00199601,3509,"pseudoprime"
"3510","0",0,3510,"not_prime"
"3511","1",1,3511,"prime"
"3512","0",0,3512,"not_prime"
"3513","0",0.000854457,3513,"pseudoprime"
"3514","0",0.000569476,3514,"pseudoprime"
"3515","0",0.0019926,3515,"pseudoprime"
"3516","0",0,3516,"not_prime"
"3517","1",1,3517,"prime"
"3518","0",0,3518,"not_prime"
"3519","0",0.00199033,3519,"pseudoprime"
"3520","0",0,3520,"not_prime"
"3521","0",0.000852515,3521,"pseudoprime"
"3522","0",0,3522,"not_prime"
"3523","0",0.00994036,3523,"pseudoprime"
"3524","0",0,3524,"not_prime"
"3525","0",0.00425773,3525,"pseudoprime"
"3526","0",0.00397276,3526,"pseudoprime"
"3527","1",1,3527,"prime"
"3528","0",0,3528,"not_prime"
"3529","1",1,3529,"prime"
"3530","0",0,3530,"not_prime"
"3531","0",0.0110513,3531,"pseudoprime"
"3532","0",0.000566572,3532,"pseudoprime"
"3533","1",1,3533,"prime"
"3534","0",0,3534,"not_prime"
"3535","0",0.00651005,3535,"pseudoprime"
"3536","0",0,3536,"not_prime"
"3537","0",0.0144272,3537,"pseudoprime"
"3538","0",0.000565611,3538,"pseudoprime"
"3539","1",1,3539,"prime"
"3540","0",0,3540,"not_prime"
"3541","1",1,3541,"prime"
"3542","0",0,3542,"not_prime"
"3543","0",0.000847218,3543,"pseudoprime"
"3544","0",0,3544,"not_prime"
"3545","0",0.0042337,3545,"pseudoprime"
"3546","0",0,3546,"not_prime"
"3547","1",1,3547,"prime"
"3548","0",0,3548,"not_prime"
"3549","0",0.00422893,3549,"pseudoprime"
"3550","0",0.00169109,3550,"pseudoprime"
"3551","0",0.000845309,3551,"pseudoprime"
"3552","0",0,3552,"not_prime"
"3553","0",0.0537877,3553,"pseudoprime"
"3554","0",0,3554,"not_prime"
"3555","0",0.00197017,3555,"pseudoprime"
"3556","0",0.0073157,3556,"pseudoprime"
"3557","1",1,3557,"prime"
"3558","0",0,3558,"not_prime"
"3559","1",1,3559,"prime"
"3560","0",0,3560,"not_prime"
"3561","0",0.000842933,3561,"pseudoprime"
"3562","0",0.000561798,3562,"pseudoprime"
"3563","0",0.00084246,3563,"pseudoprime"
"3564","0",0,3564,"not_prime"
"3565","0",0.147909,3565,"pseudoprime"
"3566","0",0,3566,"not_prime"
"3567","0",0.00196353,3567,"pseudoprime"
"3568","0",0.000560852,3568,"pseudoprime"
"3569","0",0.000841043,3569,"pseudoprime"
"3570","0",0,3570,"not_prime"
"3571","1",1,3571,"prime"
"3572","0",0,3572,"not_prime"
"3573","0",0.00196024,3573,"pseudoprime"
"3574","0",0,3574,"not_prime"
"3575","0",0.00195914,3575,"pseudoprime"
"3576","0",0,3576,"not_prime"
"3577","0",0.04,3577,"pseudoprime"
"3578","0",0,3578,"not_prime"
"3579","0",0.000838692,3579,"pseudoprime"
"3580","0",0,3580,"not_prime"
"3581","1",1,3581,"prime"
"3582","0",0,3582,"not_prime"
"3583","1",1,3583,"prime"
"3584","0",0,3584,"not_prime"
"3585","0",0.0309796,3585,"pseudoprime"
"3586","0",0.00390625,3586,"pseudoprime"
"3587","0",0.00083682,3587,"pseudoprime"
"3588","0",0,3588,"not_prime"
"3589","0",0.0398662,3589,"pseudoprime"
"3590","0",0,3590,"not_prime"
"3591","0",0.0019504,3591,"pseudoprime"
"3592","0",0.00167131,3592,"pseudoprime"
"3593","1",1,3593,"prime"
"3594","0",0,3594,"not_prime"
"3595","0",0.000834957,3595,"pseudoprime"
"3596","0",0.00111297,3596,"pseudoprime"
"3597","0",0.00417246,3597,"pseudoprime"
"3598","0",0.000556174,3598,"pseudoprime"
"3599","0",0.000834028,3599,"pseudoprime"
"3600","0",0,3600,"not_prime"
"3601","0",0.0397333,3601,"pseudoprime"
"3602","0",0,3602,"not_prime"
"3603","0",0.000833102,3603,"pseudoprime"
"3604","0",0,3604,"not_prime"
"3605","0",0.0752151,3605,"pseudoprime"
"3606","0",0.00110988,3606,"pseudoprime"
"3607","1",1,3607,"prime"
"3608","0",0,3608,"not_prime"
"3609","0",0.00415858,3609,"pseudoprime"
"3610","0",0.00221729,3610,"pseudoprime"
"3611","0",0.000831255,3611,"pseudoprime"
"3612","0",0,3612,"not_prime"
"3613","1",1,3613,"prime"
"3614","0",0,3614,"not_prime"
"3615","0",0.00193745,3615,"pseudoprime"
"3616","0",0,3616,"not_prime"
"3617","1",1,3617,"prime"
"3618","0",0,3618,"not_prime"
"3619","0",0.00635886,3619,"pseudoprime"
"3620","0",0,3620,"not_prime"
"3621","0",0.0218292,3621,"pseudoprime"
"3622","0",0,3622,"not_prime"
"3623","1",1,3623,"prime"
"3624","0",0,3624,"not_prime"
"3625","0",0.00414022,3625,"pseudoprime"
"3626","0",0,3626,"not_prime"
"3627","0",0.00193103,3627,"pseudoprime"
"3628","0",0.000551572,3628,"pseudoprime"
"3629","0",0.00082713,3629,"pseudoprime"
"3630","0",0,3630,"not_prime"
"3631","1",1,3631,"prime"
"3632","0",0,3632,"not_prime"
"3633","0",0.00413109,3633,"pseudoprime"
"3634","0",0.000550661,3634,"pseudoprime"
"3635","0",0.000825764,3635,"pseudoprime"
"3636","0",0.00110072,3636,"pseudoprime"
"3637","1",1,3637,"prime"
"3638","0",0,3638,"not_prime"
"3639","0",0.000824856,3639,"pseudoprime"
"3640","0",0.00219901,3640,"pseudoprime"
"3641","0",0.0272053,3641,"pseudoprime"
"3642","0",0,3642,"not_prime"
"3643","1",1,3643,"prime"
"3644","0",0,3644,"not_prime"
"3645","0",0.00192149,3645,"pseudoprime"
"3646","0",0,3646,"not_prime"
"3647","0",0.000823045,3647,"pseudoprime"
"3648","0",0,3648,"not_prime"
"3649","0",0.0172745,3649,"pseudoprime"
"3650","0",0,3650,"not_prime"
"3651","0",0.000822143,3651,"pseudoprime"
"3652","0",0,3652,"not_prime"
"3653","0",0.00410846,3653,"pseudoprime"
"3654","0",0,3654,"not_prime"
"3655","0",0.0457158,3655,"pseudoprime"
"3656","0",0,3656,"not_prime"
"3657","0",0.00410397,3657,"pseudoprime"
"3658","0",0.000547046,3658,"pseudoprime"
"3659","1",1,3659,"prime"
"3660","0",0,3660,"not_prime"
"3661","0",0.00956546,3661,"pseudoprime"
"3662","0",0,3662,"not_prime"
"3663","0",0.00191205,3663,"pseudoprime"
"3664","0",0.00054615,3664,"pseudoprime"
"3665","0",0.004095,3665,"pseudoprime"
"3666","0",0,3666,"not_prime"
"3667","0",0.0095498,3667,"pseudoprime"
"3668","0",0,3668,"not_prime"
"3669","0",0.000818107,3669,"pseudoprime"
"3670","0",0.000545256,3670,"pseudoprime"
"3671","1",1,3671,"prime"
"3672","0",0,3672,"not_prime"
"3673","1",1,3673,"prime"
"3674","0",0,3674,"not_prime"
"3675","0",0.0019058,3675,"pseudoprime"
"3676","0",0.000544366,3676,"pseudoprime"
"3677","1",1,3677,"prime"
"3678","0",0,3678,"not_prime"
"3679","0",0.00951863,3679,"pseudoprime"
"3680","0",0,3680,"not_prime"
